Date,Outbound Post,Total Engagements (SUM),Post Likes And Reactions (SUM),Post Comments (SUM),Post Shares (SUM),Post Reach (SUM),Estimated Clicks (SUM)
2025-01-17,"MCAS Beaufort Winter Weather Notice:

All MCCS Facilities aboard MCAS Beaufort will be closed on Tuesday, 21 January. 

Laurel Bay MCX will be open Tuesday, 21 January.

MCRD Parris Island Winter Weather Notice: 

The following facilities will be open on Tuesday, 21 January. 
-MCX
-FITNESS CENTER
-ENGRAVING SHOP
- CLINICAL COUNSELING PROGRAM
- TRADITIONS
- SAND TRAP
- FOOD COURT
- CDC
- SCHOOL AGE CARE
- LEGENDS GOLF COURSE
- RECRUIT PHOTO
- RECRUIT SALES

All other MCCS Facilities aboard MCRD Parris Island will be closed Tuesday, 21 January.",77,31,7,39,13672,0
2025-01-17,"MCAS Beaufort Winter Weather Notice:

All MCCS Facilities aboard MCAS Beaufort will be closed on Tuesday, 17 January. 

MCRD Parris Island Winter Weather Notice: 

The following facilities will be open on Tuesday, 17 January. 
-MCX
-FITNESS CENTER
-ENGRAVING SHOP
- CLINICAL COUNSELING PROGRAM
- TRADITIONS
- SAND TRAP
- FOOD COURT
- CDC
- SCHOOL AGE CARE
- LEGENDS GOLF COURSE
- RECRUIT PHOTO
- RECRUIT SALES

All other MCCS Facilities aboard MCRD Parris Island will be closed Tuesday, 17 January.",4,4,0,0,172,0
2025-01-17,"MCAS Beaufort Winter Weather Notice:

All MCCS Facilities aboard MCAS Beaufort will be closed on Tuesday, 17 January. 

MCRD Parris Island Winter Weather Notice: 

The following facilities will be open on Tuesday, 17 January. 
-MCX
-FITNESS CENTER
-ENGRAVING SHOP
- CLINICAL COUNSELING PROGRAM
- TRADITIONS
- SAND TRAP
- FOOD COURT
- CDC
- SCHOOL AGE CARE
- LEGENDS GOLF COURSE
- RECRUIT PHOTO
- RECRUIT SALES

All other MCCS Facilities aboard MCRD Parris Island will be closed Tuesday, 17 January.",1,0,0,1,61,0
2025-01-17,"MCAS Beaufort Winter Weather Notice:

All MCCS Facilities aboard MCAS Beaufort will be closed on Tuesday, 21 January. 

MCRD Parris Island Winter Weather Notice: 

The following facilities will be open on Tuesday, 21 January. 
-MCX
-FITNESS CENTER
-ENGRAVING SHOP
- CLINICAL COUNSELING PROGRAM
- TRADITIONS
- SAND TRAP
- FOOD COURT
- CDC
- SCHOOL AGE CARE
- LEGENDS GOLF COURSE
- RECRUIT PHOTO
- RECRUIT SALES

All other MCCS Facilities aboard MCRD Parris Island will be closed Tuesday, 17 January.",0,0,0,0,49,0
2025-01-17,"MCAS Beaufort Winter Weather Notice:

All MCCS Facilities aboard MCAS Beaufort will be closed on Tuesday, 21 January. 

MCRD Parris Island Winter Weather Notice: 

The following facilities will be open on Tuesday, 21 January. 
-MCX
-FITNESS CENTER
-ENGRAVING SHOP
- CLINICAL COUNSELING PROGRAM
- TRADITIONS
- SAND TRAP
- FOOD COURT
- CDC
- SCHOOL AGE CARE
- LEGENDS GOLF COURSE
- RECRUIT PHOTO
- RECRUIT SALES

All other MCCS Facilities aboard MCRD Parris Island will be closed Tuesday, 17 January.",0,0,0,0,30,0
2025-01-17,"MCAS Beaufort Winter Weather Notice:

All MCCS Facilities aboard MCAS Beaufort will be closed on Tuesday, 21 January. 

MCRD Parris Island Winter Weather Notice: 

The following facilities will be open on Tuesday, 21 January. 
-MCX
-FITNESS CENTER
-ENGRAVING SHOP
- CLINICAL COUNSELING PROGRAM
- TRADITIONS
- SAND TRAP
- FOOD COURT
- CDC
- SCHOOL AGE CARE
- LEGENDS GOLF COURSE
- RECRUIT PHOTO
- RECRUIT SALES

All other MCCS Facilities aboard MCRD Parris Island will be closed Tuesday, 17 January.",0,0,0,0,23,0
2025-01-17,"MCAS Beaufort Winter Weather Notice:

All MCCS Facilities aboard MCAS Beaufort will be closed on Tuesday, 21 January. 

MCRD Parris Island Winter Weather Notice: 

The following facilities will be open on Tuesday, 21 January. 
-MCX
-FITNESS CENTER
-ENGRAVING SHOP
- CLINICAL COUNSELING PROGRAM
- TRADITIONS
- SAND TRAP
- FOOD COURT
- CDC
- SCHOOL AGE CARE
- LEGENDS GOLF COURSE
- RECRUIT PHOTO
- RECRUIT SALES

All other MCCS Facilities aboard MCRD Parris Island will be closed Tuesday, 17 January.",0,0,0,0,246,0
2025-01-17,"MCAS Beaufort Winter Weather Notice:

All MCCS Facilities aboard MCAS Beaufort will be closed on Tuesday, 21 January. 

MCRD Parris Island Winter Weather Notice: 

The following facilities will be open on Tuesday, 21 January. 
-MCX
-FITNESS CENTER
-ENGRAVING SHOP
- CLINICAL COUNSELING PROGRAM
- TRADITIONS
- SAND TRAP
- FOOD COURT
- CDC
- SCHOOL AGE CARE
- LEGENDS GOLF COURSE
- RECRUIT PHOTO
- RECRUIT SALES

All other MCCS Facilities aboard MCRD Parris Island will be closed Tuesday, 17 January.",3,1,0,2,696,0
2025-01-17,"MCAS Beaufort Winter Weather Notice:

All MCCS Facilities aboard MCAS Beaufort will be closed on Tuesday, 21 January. 

MCRD Parris Island Winter Weather Notice: 

The following facilities will be open on Tuesday, 21 January. 
-MCX
-FITNESS CENTER
-ENGRAVING SHOP
- CLINICAL COUNSELING PROGRAM
- TRADITIONS
- SAND TRAP
- FOOD COURT
- CDC
- SCHOOL AGE CARE
- LEGENDS GOLF COURSE
- RECRUIT PHOTO
- RECRUIT SALES

All other MCCS Facilities aboard MCRD Parris Island will be closed Tuesday, 17 January.",0,0,0,0,17,0
2025-01-17,"MCAS Beaufort Winter Weather Notice:

All MCCS Facilities aboard MCAS Beaufort will be closed on Tuesday, 21 January. 

MCRD Parris Island Winter Weather Notice: 

The following facilities will be open on Tuesday, 21 January. 
-MCX
-FITNESS CENTER
-ENGRAVING SHOP
- CLINICAL COUNSELING PROGRAM
- TRADITIONS
- SAND TRAP
- FOOD COURT
- CDC
- SCHOOL AGE CARE
- LEGENDS GOLF COURSE
- RECRUIT PHOTO
- RECRUIT SALES

All other MCCS Facilities aboard MCRD Parris Island will be closed Tuesday, 17 January.",0,0,0,0,46,0
2025-01-17,"MCAS Beaufort Winter Weather Notice:

All MCCS Facilities aboard MCAS Beaufort will be closed on Tuesday, 21 January. 

MCRD Parris Island Winter Weather Notice: 

The following facilities will be open on Tuesday, 21 January. 
-MCX
-FITNESS CENTER
-ENGRAVING SHOP
- CLINICAL COUNSELING PROGRAM
- TRADITIONS
- SAND TRAP
- FOOD COURT
- CDC
- SCHOOL AGE CARE
- LEGENDS GOLF COURSE
- RECRUIT PHOTO
- RECRUIT SALES

All other MCCS Facilities aboard MCRD Parris Island will be closed Tuesday, 17 January.",1,1,0,0,210,0
2025-01-17,This message has no text.,1,1,0,0,1256,0
2025-01-17,This message has no text.,1,1,0,0,1256,0
2025-01-17,This message has no text.,0,0,0,0,0,0
2025-01-17,We’re back open!,5,5,0,0,178,0
2025-01-17,This message has no text.,0,0,0,0,0,0
2025-01-17,"Learn how to optimally operate fitness equipment to meet your fitness goals at one of the many weight room orientation sessions at Gunners Fitness Center on Camp Foster. Registration is required at $10 per person; the deadline to register is one day before the desired date. Orientation is open to all with base access ages 18 and older. 

🗓️ January 25 | ⏰ 9–10:30 a.m.  
🗓️ February 13 | ⏰ 9–10:30 a.m. 
🗓️ March 22 | ⏰ 9–10:30 a.m.",12,8,0,4,1670,0
2025-01-17,"Soothe your way to savings with 20% OFF Dr. Teal's Foaming Bath, Body Wash, and Bath Soaks. 🛁 Shop now at your MCX and bubble up the relaxation! 🫧🌿",4,4,0,0,460,0
2025-01-17,"Have you had the chance to visit southern Okinawa ??🌿

We have tickets for some great places down South! 🗺️✨ Purchase tickets from MCCS Tours Plus in advance and enjoy your weekend!

🌳 VALLEY OF GANGALA 
Price: $18 ( Adult)   $ 10( 12-17) 
*Reservation Required 

🐍Okinawa World 
Price : $14( Adult)  $7(4-14) 

⚓️Japanese Navel Underground HQ
Price : $4 ( Adult) $ 2  (4-12) 

⛸️Southern Hills Iceskating 
Price : $12 ( Adult) $11 (13-17)
$9.50 ( 7-12)  $3.50(6-14) 

For more information or to purchase tickets, please call or visit our office!
📞098-971-3502
📍Camp Foster I Mon-Sat, 10am - 6pm I",10,9,0,1,2408,0
2025-01-17,This message has no text.,0,0,0,0,338,0
2025-01-17,"BOLD FLAVORS AWAIT YOU AT THE SNCO CLUB ROCKER ROOM!
The new menu is packed with irresistible options, including:

Spicy Crispy Chicken Sandwich – Perfectly crispy, with a kick
Local Style Garlic Shrimp – Bursting with island-inspired flavor

📍 Rocker Room | Klipper Golf Course
📅 Wednesday – Friday
⏰ 1630 – 2200

🍴Pair your meal with good company at the Rocker Room. Now open to Officers, SNCOs, and their invited guests. 

#SNCOClub #MCBHEats #MCCSHawaii #MCBHawaii #MCBH",7,7,0,0,1014,0
2025-01-17,This message has no text.,0,0,0,0,338,0
2025-01-17,This message has no text.,0,0,0,0,338,0
2025-01-17,This message has no text.,0,0,0,0,241,0
2025-01-17,This message has no text.,0,0,0,0,241,0
2025-01-17,This message has no text.,0,0,0,0,241,0
2025-01-17,This message has no text.,0,0,0,0,241,0
2025-01-17,This message has no text.,0,0,0,0,241,0
2025-01-17,This message has no text.,0,0,0,0,241,0
2025-01-17,This message has no text.,0,0,0,0,241,0
2025-01-17,This message has no text.,0,0,0,0,241,0
2025-01-17,MCCS Okinawa - Tours+ added a new photo.,1,1,0,0,241,0
2025-01-17,This message has no text.,0,0,0,0,241,0
2025-01-17,This message has no text.,0,0,0,0,144,0
2025-01-17,This message has no text.,0,0,0,0,138,0
2025-01-17,"""Darkness cannot drive out darkness, only light can do that. Hate cannot drive out hate, only love can do that""--Martin Luther King, Jr.

We will reopen on Tuesday, January 21st. #mlkjr #MLKDay #mlkday",7,6,0,1,207,0
2025-01-17,"ZERO DARK DIRTY®
Don't be afraid of the DARK!!!!
Assemble for Zero Dark Dirty® and test your running and agility skills. The course offers various obstacles and the challenge of running at night!
REGISTRATION NOW OPEN!!!!!
Link above to register!!!!
 #zerodarkdirty #obstaclerun #obstacle #obstacles #hill #medal #trail #trailrunning #trailrun #challenges #marines #Pendleton #camppendleton #marinescorps #running #Camp #run #activeduty",0,0,0,0,152,0
2025-01-17,"Ryukyu Golden Kings February tickets are ON SALE NOW! 🏀🏃💨

Experience the electrifying atmosphere and cheer on Okinawa's home team !✨

We have tickets for the following matches:
February 5 ( Wednesday) are Emperor's Cup Quarterfinals
February 8 (Saturday) & 9 (Sunday) vs. Shibuya

Ticket prices :
Arena S: $38
Arena A: $34
Balcony Front: $21

For more information and to check ticket availability, please call us at 098-971-3502 
🌐 https://www.okinawa.usmc-mccs.org/dining-entertainment/tours/local-attractions-tickets",3,2,0,1,473,0
2025-01-17,This message has no text.,0,0,0,0,0,0
2025-01-17,"On the eastern side of the island, Camp Courtney boasts beautiful views of the Pacific Ocean’s sparkling azure waters and the best way to enjoy it is from Tengan Castle. With an eclectic menu offering a wide range of dishes such as pastas, salads, soups, popular Asian dishes, desserts and much, much more—there’s surely something to please your tastebuds!   

Check out page 43 of January's Okinawa Living Magazine to discover must-try menu items you won’t want to miss, including the Tengan Tossed Salad, General Tso’s Chicken, the Tengan Sundae and more! https://issuu.com/mccsokinawa/docs/olm_january2025_digital_pdf_/44.",24,23,0,1,4837,0
2025-01-17,MCCS Okinawa added a new photo.,1,1,0,0,807,0
2025-01-17,MCCS Okinawa added a new photo.,1,1,0,0,807,0
2025-01-17,This message has no text.,1,1,0,0,807,0
2025-01-17,MCCS Okinawa added a new photo.,1,1,0,0,807,0
2025-01-17,MCCS Okinawa added a new photo.,1,1,0,0,807,0
2025-01-17,MCCS Okinawa added a new photo.,1,1,0,0,807,0
2025-01-17,This message has no text.,11,10,1,0,175,0
2025-01-18,"Leave YOUR legacy! 

Create a timeless tribute with our Custom Engraved Legacy Brick on the iconic Peatross Parade Deck at MCRD Parris Island, alongside the revered Iwo Jima Monument. 🌟

Secure your Custom Legacy Brick today and make your mark where tens of thousands of Marines earn their title each year.

Call 843-228-1501 to place your order!",19,14,3,2,2976,0
2025-01-18,"Celebrate your graduate with our exclusive collection of official shirts, banners, mugs, frames, and much more! Find the perfect gift to commemorate this special milestone and show your pride. 🎁🎉

🔗 mccsrecruitgraduationgifts.com",5,3,1,1,1993,0
2025-01-18,"IT&T has a variety of trips each month, from picking fruits at local farms, exploring temples, or visiting cities near and around Iwakuni. Don't miss out on exploring the world around you and visit the IT&T office today.
#mccsiwakuni #ittiwakuni #japantravel #yamaguchi",73,72,0,1,1964,0
2025-01-18,"🙌 Congratulations to our Employee of the Quarter winners for the last quarter of 2025!

🔷 EOQ Winners
Joe Sanchez - Asset Protection Specialist
Candice Brown - School Liason 

🔷 Team Winner
Preschool Support Staff – 
Karla Cantu
Mattie McDermott
Susan Alvarado

Join us in wishing them congratulations down below! 👇 🎉",66,57,6,3,1948,0
2025-01-18,"The sakura (cherry blossoms) make an appearance on Okinawa before anywhere else in Japan, due to the island’s warm subtropical climate, marking the beginning of spring. Want to join in on the fun without the hassle of driving, finding parking or getting stuck behind the wheel during heavy traffic?  

🌸 Join MCCS Okinawa - Tours+ for their Nago Cherry Blossom Festival Tour on Sunday, January 26 from 11:30 a.m. to 7:30 p.m. For more information and to book a tour, visit https://www.okinawa.usmc-mccs.org/activity/520d8a04-3c30-47e2-8ad2-e80b707c9e8e.",75,67,2,6,9823,0
2025-01-18,"The sakura (cherry blossoms) make an appearance on Okinawa before anywhere else in Japan, due to the island’s warm subtropical climate, marking the beginning of spring. Want to join in on the fun without the hassle of driving, finding parking or getting stuck behind the wheel during heavy traffic?  

🌸 Join MCCS Okinawa - Tours+ for their Nago Cherry Blossom Festival Tour on Sunday, January 26 from 11:30 a.m. to 7:30 p.m. For more information and to book a tour, visit https://www.okinawa.usmc-mccs.org/activity/520d8a04-3c30-47e2-8ad2-e80b707c9e8e.",2,1,0,1,426,0
2025-01-18,"Join MCCS Okinawa - Tours+  for the Comic Con Osaka Tour May 1–4 and immerse yourself in a world of cosplay, exclusive panels and epic pop culture moments! 🤩 

➡️For more information call 098-971-3502, email tours@okinawa.usmc-mccs.org or visit www.okinawa.usmc-mccs.org/tours.",1,1,0,0,327,0
2025-01-18,"January 4, 2018. Hole 16.
Who was here in the Lowcountry for this rare weather event?
We may be in for a repeat in 2025 next week. 
Download our app and click on course conditions for up-to-date information pertaining to possible course closure.
Or follow us on FB!
Stay safe and keep warm!",34,29,4,1,654,0
